Date,Myfund (Price),Myfund (Change),BTC-EUR (Price),BTC-EUR (Change),BTC-EUR (Change),Risk,Gold (Price),Gold (Change),SPX-500 (Price),SPX-500 (Change)
2019-07-04,2.281527,0.02499,"9,924.60",-6.53%,-0.07,-6.53,"1,412.85",-2.23%,,
2019-07-05,2.212599,-3.02113,"9,809.80",-1.16%,-0.01,-1.16,"1,428.00",0.92%,"2,990.41",-0.18%
2019-07-06,,,"10,037.00",2.32%,0.0232,2.32,,,,
2019-07-07,,,"10,243.40",2.06%,0.0206,2.06,,,,
2019-07-08,2.304977,4.17509,"10,981.20",7.20%,0.07,7.20,"1,436.90",0.05%,"2,975.95",-0.48%
2019-07-09,2.319889,0.646948,"11,229.40",2.26%,0.02,2.26,"1,430.60",0.07%,"2,979.63",0.12%
2019-07-10,2.294095,-1.11186,"10,775.80",-4.04%,-0.04,-4.04,"1,450.50",0.85%,"2,993.07",0.45%
2019-07-11,2.057467,-10.3147,"10,099.20",-6.28%,-0.06,-6.28,"1,461.40",-0.36%,"2,999.91",0.23%
2019-07-12,2.135597,3.797388,"10,489.70",3.87%,0.04,3.87,"1,450.90",0.39%,"3,013.77",0.46%
2019-07-13,2.022085,-5.31524,"10,114.90",-3.57%,-0.0357,-3.57,,,,
2019-07-14,1.779541,-11.9947,"9,217.90",-8.87%,-0.0887,-8.87,,,,
2019-07-15,1.957165,9.98145,"9,653.20",4.72%,0.05,4.72,"1,452.30",0.10%,"3,014.30",0.02%
2019-07-16,1.790719,-8.50444,"8,404.00",-12.94%,-0.13,-12.94,"1,453.40",-0.14%,"3,004.04",-0.34%
2019-07-17,1.654402,-7.61242,"8,647.10",2.89%,0.03,2.89,"1,455.00",0.85%,"2,984.42",-0.65%
2019-07-18,1.698791,2.683084,"9,464.20",9.45%,0.09,9.45,"1,459.40",0.32%,"2,995.11",0.36%
2019-07-19,1.797025,5.782583,"9,400.90",-0.67%,-0.01,-0.67,"1,461.50",-0.12%,"2,976.61",-0.62%
2019-07-20,,,"9,608.10",2.20%,0.022,2.2,,,,
2019-07-21,1.840503,2.419443,"9,458.20",-1.56%,-0.0156,-1.56,,,,
2019-07-22,1.781789,-3.19011,"9,232.70",-2.38%,-0.02,-2.38,"1,466.00",0.03%,"2,985.03",0.28%
2019-07-23,1.7481,-1.89074,"8,854.10",-4.10%,-0.04,-4.10,"1,458.60",-0.35%,"3,005.47",0.68%
2019-07-24,1.752204,0.234769,"8,785.00",-0.78%,-0.01,-0.78,"1,467.20",0.14%,"3,019.56",0.47%
2019-07-25,,,"8,884.10",1.13%,0.01,1.13,"1,456.10",-0.58%,"3,003.67",-0.53%
2019-07-26,,,"8,860.20",-0.27%,0.00,-0.27,"1,460.40",0.41%,"3,025.86",0.74%
2019-07-27,1.785156,1.880603,"8,521.80",-3.82%,-0.0382,-3.82,,,,
2019-07-28,,,"8,582.20",0.71%,0.0071,0.71,,,,
2019-07-29,,,"8,535.70",-0.54%,-0.01,-0.54,"1,461.70",0.09%,"3,020.97",-0.16%
2019-07-30,1.737445,-2.67265,"8,597.00",0.72%,0.01,0.72,"1,469.00",0.59%,"3,013.18",-0.26%
2019-07-31,,,"9,105.10",5.91%,0.06,5.91,"1,452.90",-0.27%,"2,980.38",-1.09%
2019-08-01,1.773093,2.051748,"9,384.90",3.07%,0.03,3.07,"1,443.30",-0.33%,"2,953.56",-0.90%
2019-08-02,1.819,2.589091,"9,473.60",0.95%,0.01,0.95,"1,476.20",1.63%,"2,932.05",-0.73%
2019-08-03,,,"9,732.40",2.73%,0.0273,2.73,,,,
2019-08-04,1.828996,0.549533,"9,875.00",1.47%,0.0147,1.47,,,,
2019-08-05,1.926187,5.313899,"10,487.90",6.21%,0.06,6.21,"1,487.40",1.16%,"2,844.74",-2.98%
2019-08-06,1.96227,1.873286,"10,227.00",-2.49%,-0.02,-2.49,"1,498.60",0.47%,"2,881.77",1.30%
2019-08-07,1.863254,-5.04599,"10,669.60",4.33%,0.04,4.33,"1,510.60",2.31%,"2,883.98",0.08%
2019-08-08,,,"10,724.40",0.51%,0.01,0.51,"1,532.60",-0.62%,"2,938.09",1.88%
2019-08-09,,,"10,583.50",-1.31%,-0.01,-1.31,"1,535.00",-0.03%,"2,918.65",-0.66%
2019-08-10,,,"10,087.40",-4.69%,-0.0469,-4.69,,,,
2019-08-11,,,"10,332.70",2.43%,0.0243,2.43,,,,
2019-08-12,1.830797,-1.74195,"10,162.90",-1.64%,-0.02,-1.64,"1,526.40",0.55%,"2,883.75",-1.20%
2019-08-13,,,"9,730.50",-4.25%,-0.04,-4.25,"1,523.10",-0.15%,"2,926.32",1.48%
2019-08-14,,,"8,999.50",-7.51%,-0.08,-7.51,"1,532.60",0.86%,"2,840.60",-2.93%
2019-08-15,1.678425,-8.32271,"9,286.20",3.19%,0.03,3.19,"1,546.00",0.17%,"2,847.60",0.25%
2019-08-16,,,"9,346.50",0.65%,0.01,0.65,"1,541.30",-0.48%,"2,888.68",1.44%
2019-08-17,,,"9,216.80",-1.39%,-0.0139,-1.39,,,,
2019-08-18,1.707534,1.734304,"9,321.70",1.14%,0.0114,1.14,,,,
2019-08-19,1.745055,2.197379,"9,860.70",5.78%,0.06,5.78,"1,531.00",-0.77%,"2,923.65",1.21%
2019-08-20,1.730636,-0.82628,"9,703.70",-1.59%,-0.02,-1.59,"1,530.20",0.27%,"2,900.51",-0.79%
2019-08-21,,,"9,142.10",-5.79%,-0.06,-5.79,"1,532.70",0.01%,"2,924.43",0.82%
2019-08-22,,,"9,134.20",-0.09%,0.00,-0.09,"1,530.50",-0.46%,"2,922.95",-0.05%
2019-08-23,1.698332,-1.8666,"9,338.80",2.24%,0.02,2.24,"1,537.30",1.90%,"2,847.11",-2.59%
2019-08-24,,,"9,106.30",-2.49%,-0.0249,-2.49,,,,
2019-08-25,,,"9,112.50",0.07%,0.0007,0.07,,,,
2019-08-26,,,"9,342.90",2.53%,0.03,2.53,"1,563.20",-0.03%,"2,878.38",1.10%
2019-08-27,1.672843,-1.50083,"9,182.70",-1.72%,-0.02,-1.72,"1,564.60",0.95%,"2,869.16",-0.32%
2019-08-28,,,"8,789.20",-4.29%,-0.04,-4.29,"1,571.60",-0.17%,"2,887.94",0.65%
2019-08-29,1.581655,-5.45108,"8,584.70",-2.33%,-0.02,-2.33,"1,562.00",-0.72%,"2,924.58",1.27%
2019-08-30,,,"8,732.80",1.73%,0.02,1.73,"1,555.00",-0.43%,"2,926.46",0.06%
2019-08-31,1.60451,1.445005,"8,760.20",0.31%,0.0031,0.31,,,,
2019-09-01,,,"8,894.90",1.54%,0.02,1.54,"1,535.25",-1.23%,,
2019-09-02,,,"9,475.80",6.53%,0.07,6.53,"1,528.15",-0.19%,,
2019-09-03,1.681396,4.791868,"9,684.60",2.20%,0.02,2.20,"1,561.20",3.13%,"2,906.27",-0.69%
2019-09-04,,,"9,591.70",-0.96%,-0.01,-0.96,"1,572.00",0.27%,"2,937.78",1.08%
2019-09-05,,,"9,593.60",0.02%,0.00,0.02,"1,544.90",-2.17%,"2,976.00",1.30%
2019-09-06,,,"9,346.10",-2.58%,-0.03,-2.58,"1,539.20",-0.62%,"2,978.71",0.09%
2019-09-07,,,"9,502.70",1.68%,0.0168,1.68,,,,
2019-09-08,1.686943,0.329904,"9,459.10",-0.46%,-0.0046,-0.46,,,,
2019-09-09,,,"9,350.50",-1.15%,-0.01,-1.15,"1,534.10",-0.24%,"2,978.43",-0.01%
2019-09-10,1.676168,-0.63873,"9,152.70",-2.12%,-0.02,-2.12,"1,524.90",-0.75%,"2,979.39",0.03%
2019-09-11,,,"9,237.40",0.93%,0.01,0.93,"1,528.80",0.28%,"3,000.93",0.72%
2019-09-12,,,"9,437.20",2.16%,0.02,2.16,"1,530.40",0.35%,"3,009.57",0.29%
2019-09-13,1.661739,-0.86083,"9,350.60",-0.92%,-0.01,-0.92,"1,525.60",-0.46%,"3,007.39",-0.07%
2019-09-14,,,"9,354.60",0.04%,0.0004,0.04,,,,
2019-09-15,,,"9,317.00",-0.40%,-0.004,-0.4,,,,
2019-09-16,1.673978,0.736518,"9,338.10",0.23%,0.00,0.23,"1,536.40",0.76%,"2,997.96",-0.31%
2019-09-17,,,"9,218.20",-1.28%,-0.01,-1.28,"1,538.80",0.12%,"3,005.70",0.26%
2019-09-18,,,"9,225.10",0.07%,0.00,0.07,"1,530.40",0.13%,"3,006.73",0.03%
2019-09-19,1.682648,0.517928,"9,307.30",0.89%,0.01,0.89,"1,528.80",-0.63%,"3,006.79",0.00%
2019-09-20,,,"9,241.30",-0.71%,-0.01,-0.71,"1,537.80",0.58%,"2,992.07",-0.49%
2019-09-21,,,"9,077.30",-1.77%,-0.0177,-1.77,,,,
2019-09-22,1.706525,1.419013,"9,123.80",0.51%,0.0051,0.51,,,,
2019-09-23,,,"8,824.00",-3.29%,-0.03,-3.29,"1,556.60",1.05%,"2,991.78",-0.01%
2019-09-24,1.671409,-2.05775,"7,782.60",-11.80%,-0.12,-11.80,"1,554.90",0.54%,"2,966.60",-0.84%
2019-09-25,,,"7,720.60",-0.80%,-0.01,-0.80,"1,539.10",-1.79%,"2,984.87",0.62%
2019-09-26,1.539012,-7.92128,"7,385.10",-4.34%,-0.04,-4.34,"1,538.00",0.19%,"2,977.62",-0.24%
2019-09-27,,,"7,500.90",1.57%,0.02,1.57,"1,525.70",-0.58%,"2,961.79",-0.53%
2019-09-28,,,"7,528.40",0.37%,0.0037,0.37,,,,
2019-09-29,,,"7,380.60",-1.96%,-0.0196,-1.96,,,,
2019-09-30,,,"7,629.70",3.38%,0.03,3.38,"1,500.10",-2.20%,"2,976.74",0.50%
2019-10-01,1.543411,0.285833,"7,631.20",0.02%,0.00,0.02,"1,499.00",1.05%,"2,940.25",-1.23%
2019-10-02,,,"7,656.90",0.34%,0.00,0.34,"1,509.90",1.24%,"2,887.61",-1.79%
2019-10-03,1.512761,-1.98586,"7,520.40",-1.78%,-0.02,-1.78,"1,535.20",0.29%,"2,910.63",0.80%
2019-10-04,,,"7,443.40",-1.02%,-0.01,-1.02,"1,530.20",-0.04%,"2,952.01",1.42%
2019-10-05,,,"7,430.60",-0.17%,-0.0017,-0.17,,,,
2019-10-06,,,"7,174.80",-3.44%,-0.0344,-3.44,,,,
2019-10-07,,,"7,489.40",4.38%,0.04,4.38,"1,522.20",-0.53%,"2,938.79",-0.45%
2019-10-08,,,"7,481.70",-0.10%,0.00,-0.10,"1,522.60",-0.04%,"2,893.06",-1.56%
2019-10-09,1.611293,6.513388,"7,826.00",4.60%,0.05,4.60,"1,535.00",0.60%,"2,919.40",0.91%
2019-10-10,,,"7,810.10",-0.20%,0.00,-0.20,"1,526.00",-0.74%,"2,938.13",0.64%
2019-10-11,,,"7,502.40",-3.94%,-0.04,-3.94,"1,508.00",-0.78%,"2,970.27",1.09%
2019-10-12,1.557686,-3.32696,"7,542.40",0.53%,0.0053,0.53,,,,
2019-10-13,,,"7,529.20",-0.18%,-0.0018,-0.18,,,,
2019-10-14,1.575963,1.173343,"7,582.20",0.70%,0.01,0.70,"1,524.40",0.61%,"2,966.15",-0.14%
2019-10-15,,,"7,406.60",-2.32%,-0.02,-2.32,"1,513.00",-0.92%,"2,995.68",1.00%
2019-10-16,,,"7,229.60",-2.39%,-0.02,-2.39,"1,510.00",0.68%,"2,989.69",-0.20%
2019-10-17,,,"7,269.70",0.55%,0.01,0.55,"1,519.90",0.29%,"2,997.95",0.28%
2019-10-18,,,"7,133.00",-1.88%,-0.02,-1.88,"1,519.50",-0.31%,"2,986.20",-0.39%
2019-10-19,,,"7,136.60",0.05%,0.0005,0.05,,,,
2019-10-20,,,"7,386.50",3.50%,0.035,3.5,,,,
2019-10-21,1.535427,-2.57214,"7,377.50",-0.12%,0.00,-0.12,"1,515.00",-0.37%,"3,006.72",0.69%
2019-10-22,,,"7,223.00",-2.09%,-0.02,-2.09,"1,515.00",-0.05%,"2,995.99",-0.36%
2019-10-23,,,"6,725.30",-6.89%,-0.07,-6.89,"1,522.00",0.55%,"3,004.52",0.28%
2019-10-24,,,"6,706.10",-0.29%,0.00,-0.29,"1,522.00",0.59%,"3,010.29",0.19%
2019-10-25,,,"7,814.40",16.53%,0.17,16.53,"1,535.00",0.08%,"3,022.55",0.41%
2019-10-26,,,"8,334.90",6.66%,0.0666,6.66,,,,
2019-10-27,1.74135,13.41145,"8,602.80",3.21%,0.0321,3.21,,,,
2019-10-28,,,"8,311.50",-3.39%,-0.03,-3.39,"1,523.50",-0.61%,"3,039.42",0.56%
2019-10-29,,,"8,493.40",2.19%,0.02,2.19,"1,515.50",-0.34%,"3,036.89",-0.08%
2019-10-30,,,"8,228.10",-3.12%,-0.03,-3.12,"1,513.20",0.39%,"3,046.77",0.33%
2019-10-31,,,"8,213.70",-0.18%,0.00,-0.18,"1,527.00",1.15%,"3,037.56",-0.30%
2019-11-01,,,"8,294.30",0.98%,0.01,0.98,"1,538.00",-0.17%,"3,066.91",0.97%
2019-11-02,,,"8,342.60",0.58%,0.0058,0.58,,,,
2019-11-03,1.659329,-4.7102,"8,257.00",-1.03%,-0.0103,-1.03,,,,
2019-11-04,,,"8,466.10",2.53%,0.03,2.53,"1,541.00",0.02%,"3,078.27",0.37%
2019-11-05,,,"8,415.40",-0.60%,-0.01,-0.60,"1,513.00",-1.76%,"3,074.62",-0.12%
2019-11-06,,,"8,448.70",0.40%,0.00,0.40,"1,516.10",0.62%,"3,076.78",0.07%
2019-11-07,1.688378,1.750647,"8,334.00",-1.36%,-0.01,-1.36,"1,495.10",-1.72%,"3,085.18",0.27%
2019-11-08,,,"7,969.80",-4.37%,-0.04,-4.37,"1,488.80",-0.09%,"3,093.08",0.26%
2019-11-09,,,"8,005.10",0.44%,0.0044,0.44,,,,
2019-11-10,,,"8,207.10",2.52%,0.0252,2.52,,,,
2019-11-11,1.624105,-3.80679,"7,913.40",-3.58%,-0.04,-3.58,"1,480.10",-0.55%,"3,087.01",-0.20%
2019-11-12,,,"8,003.60",1.14%,0.01,1.14,"1,480.00",-0.26%,"3,091.84",0.16%
2019-11-13,,,"7,971.10",-0.41%,0.00,-0.41,"1,489.90",0.65%,"3,094.04",0.07%
2019-11-14,,,"7,842.80",-1.61%,-0.02,-1.61,"1,494.80",0.68%,"3,096.63",0.08%
2019-11-15,,,"7,670.00",-2.20%,-0.02,-2.20,"1,495.90",-0.33%,"3,120.46",0.77%
2019-11-16,,,"7,687.90",0.23%,0.0023,0.23,,,,
2019-11-17,,,"7,703.90",0.21%,0.0021,0.21,,,,
2019-11-18,1.577529,-2.86779,"7,395.90",-4.00%,-0.04,-4.00,"1,488.80",0.22%,"3,122.03",0.05%
2019-11-19,,,"7,342.20",-0.73%,-0.01,-0.73,"1,497.00",0.16%,"3,120.18",-0.06%
2019-11-20,,,"7,302.00",-0.55%,-0.01,-0.55,"1,498.00",-0.02%,"3,108.46",-0.38%
2019-11-21,1.451429,-7.99351,"6,897.60",-5.54%,-0.06,-5.54,"1,494.00",-0.70%,"3,103.54",-0.16%
2019-11-22,,,"6,629.50",-3.89%,-0.04,-3.89,"1,492.00",0.03%,"3,110.29",0.22%
2019-11-23,,,"6,664.50",0.53%,0.0053,0.53,,,,
2019-11-24,,,"6,287.10",-5.66%,-0.0566,-5.66,,,,
2019-11-25,,,"6,485.80",3.16%,0.03,3.16,"1,485.20",-0.42%,"3,133.64",0.75%
2019-11-26,1.303963,-10.1601,"6,516.10",0.47%,0.00,0.47,"1,481.00",0.19%,"3,140.52",0.22%
2019-11-27,1.302847,-0.08559,"6,849.00",5.11%,0.05,5.11,"1,483.90",-0.44%,"3,153.63",0.42%
2019-11-28,1.378487,5.805747,"6,763.00",-1.26%,-0.01,-1.26,"1,460.75",-1.49%,,
2019-11-29,1.382643,0.30149,"7,047.40",4.20%,0.04,4.20,"1,484.20",2.35%,"3,140.98",-0.40%
2019-11-30,1.419293,2.65072,"6,875.50",-2.44%,-0.0244,-2.44,,,,
2019-12-01,1.346746,-5.11149,"6,735.20",-2.04%,-0.0204,-2.04,,,,
2019-12-02,1.354697,0.590386,"6,607.50",-1.90%,-0.02,-1.90,"1,485.00",-0.23%,"3,113.87",-0.86%
2019-12-03,1.330063,-1.81841,"6,595.20",-0.19%,0.00,-0.19,"1,491.10",1.04%,"3,093.20",-0.66%
2019-12-04,1.301139,-2.17463,"6,499.80",-1.45%,-0.01,-1.45,"1,502.50",-0.27%,"3,112.76",0.63%
2019-12-05,1.310359,0.70861,"6,667.10",2.57%,0.03,2.57,"1,503.00",0.20%,"3,117.43",0.15%
2019-12-06,1.338705,2.163224,"6,832.80",2.48%,0.02,2.48,"1,488.00",-1.17%,"3,145.91",0.91%
2019-12-07,1.378851,2.998868,"6,790.70",-0.62%,-0.0062,-0.62,,,,
2019-12-08,1.352774,-1.89121,"6,810.70",0.29%,0.0029,0.29,,,,
2019-12-09,1.375517,1.681212,"6,640.80",-2.50%,-0.03,-2.50,"1,489.40",-0.01%,"3,135.96",-0.32%
2019-12-10,1.344374,-2.26409,"6,522.00",-1.79%,-0.02,-1.79,"1,489.70",0.23%,"3,132.52",-0.11%
2019-12-11,1.315473,-2.14977,"6,479.60",-0.65%,-0.01,-0.65,"1,497.50",0.46%,"3,141.63",0.29%
2019-12-12,1.296977,-1.40603,"6,435.10",-0.69%,-0.01,-0.69,"1,494.10",-0.17%,"3,168.57",0.86%
2019-12-13,1.303934,0.536401,"6,527.10",1.43%,0.01,1.43,"1,493.00",0.63%,"3,168.80",0.01%
2019-12-14,1.317676,1.053888,"6,365.20",-2.48%,-0.0248,-2.48,,,,
2019-12-15,1.283993,-2.55624,"6,398.50",0.52%,0.0052,0.52,,,,
2019-12-16,1.279546,-0.34634,"6,185.50",-3.33%,-0.03,-3.33,"1,503.90",-0.01%,"3,191.45",0.71%
2019-12-17,1.222337,-4.47104,"5,940.70",-3.96%,-0.04,-3.96,"1,505.00",0.01%,"3,192.52",0.03%
2019-12-18,1.180729,-3.40397,"6,559.10",10.41%,0.10,10.41,"1,501.70",-0.17%,"3,191.14",-0.04%
2019-12-19,1.25295,6.116645,"6,435.80",-1.88%,-0.02,-1.88,"1,503.50",0.38%,"3,205.37",0.45%
2019-12-20,1.244746,-0.65477,"6,501.20",1.02%,0.01,1.02,"1,505.20",-0.24%,"3,221.22",0.49%
2019-12-21,1.262889,1.457566,"6,461.10",-0.62%,-0.0062,-0.62,,,,
2019-12-22,1.259658,-0.25584,"6,788.80",5.07%,0.0507,5.07,,,,
2019-12-23,1.320398,4.821944,"6,607.20",-2.67%,-0.03,-2.67,"1,510.70",0.53%,"3,224.01",0.09%
2019-12-24,1.27629,-3.34051,"6,553.20",-0.82%,-0.01,-0.82,"1,518.60",1.06%,"3,223.38",-0.02%
2019-12-25,1.267707,-0.6725,"6,490.70",-0.95%,-0.01,-0.95,"1,502.15",-1.73%,,
2019-12-26,1.254377,-1.0515,"6,497.10",0.10%,0.00,0.10,"1,528.40",2.41%,"3,239.91",0.51%
2019-12-27,1.257727,0.267065,"6,494.10",-0.05%,0.00,-0.05,"1,540.00",0.27%,"3,240.02",0.00%
2019-12-28,1.264394,0.530083,"6,544.00",0.77%,0.0077,0.77,,,,
2019-12-29,1.265306,0.072129,"6,613.20",1.06%,0.0106,1.06,,,,
2019-12-30,1.281118,1.249658,"6,463.60",-2.26%,-0.02,-2.26,"1,540.10",0.06%,"3,221.29",-0.58%
2019-12-31,1.257922,-1.81061,"6,404.80",-0.91%,-0.01,-0.91,"1,546.40",0.34%,"3,230.78",0.29%
2020-01-01,1.253969,-0.31425,"6,409.30",0.07%,0.00,0.07,"1,520.85",-1.91%,,
2020-01-02,1.237908,-1.28081,"6,225.90",-2.86%,-0.03,-2.86,"1,548.20",2.25%,"3,257.85",0.84%
2020-01-03,1.238681,0.062444,"6,572.20",5.56%,0.06,5.56,"1,561.60",1.57%,"3,234.85",-0.71%
2020-01-04,1.274486,2.890575,"6,594.20",0.34%,0.0034,0.34,,,,
2020-01-05,1.297118,1.775775,"6,593.30",-0.01%,-0.0001,-0.01,,,,
2020-01-06,1.311166,1.083016,"6,937.50",5.22%,0.05,5.22,"1,590.00",1.04%,"3,246.28",0.35%
2020-01-07,1.377446,5.055043,"7,324.10",5.57%,0.06,5.57,"1,586.50",0.33%,"3,237.18",-0.28%
2020-01-08,1.437467,4.357412,"7,243.70",-1.10%,-0.01,-1.10,"1,581.50",-0.89%,"3,253.05",0.49%
2020-01-09,1.385525,-3.61344,"7,043.70",-2.76%,-0.03,-2.76,"1,570.20",-0.35%,"3,274.70",0.67%
2020-01-10,1.353349,-2.3223,"7,367.70",4.60%,0.05,4.60,"1,574.10",0.35%,"3,265.35",-0.29%
2020-01-11,1.406843,3.952713,"7,218.00",-2.03%,-0.0203,-2.03,,,,
2020-01-12,1.40726,0.029641,"7,357.40",1.93%,0.0193,1.93,,,,
2020-01-13,1.407047,-0.01514,"7,291.10",-0.90%,-0.01,-0.90,"1,574.90",-0.60%,"3,288.13",0.70%
2020-01-14,1.470466,4.507241,"7,937.20",8.86%,0.09,8.86,"1,563.40",-0.40%,"3,283.15",-0.15%
2020-01-15,1.520586,3.408443,"7,911.60",-0.32%,0.00,-0.32,"1,573.40",0.58%,"3,289.29",0.19%
2020-01-16,1.517021,-0.23445,"7,833.40",-0.99%,-0.01,-0.99,"1,575.00",-0.22%,"3,316.81",0.84%
2020-01-17,1.545619,1.885142,"8,026.60",2.47%,0.02,2.47,"1,577.10",0.65%,"3,329.62",0.39%
2020-01-18,1.568424,1.475461,"8,041.10",0.18%,0.0018,0.18,,,,
2020-01-19,1.628815,3.850426,"7,853.30",-2.34%,-0.02,-2.34,"1,556.45",-1.90%,,
2020-01-20,1.534757,-5.77463,"7,790.20",-0.80%,-0.01,-0.80,"1,556.65",0.27%,,
2020-01-21,1.561969,1.773049,"7,876.70",1.11%,0.01,1.11,"1,573.60",1.50%,"3,320.79",-0.27%
2020-01-22,1.559062,-0.18611,"7,816.60",-0.76%,-0.01,-0.76,"1,577.60",-0.08%,"3,321.75",0.03%
2020-01-23,1.533616,-1.63214,"7,603.70",-2.72%,-0.03,-2.72,"1,580.10",0.54%,"3,325.54",0.11%
2020-01-24,1.482485,-3.33402,"7,648.20",0.58%,0.01,0.58,"1,584.00",0.43%,"3,295.47",-0.90%
2020-01-25,1.513019,2.05965,"7,572.30",-0.99%,-0.0099,-0.99,,,,
2020-01-26,1.495269,-1.17315,"7,801.10",3.02%,0.0302,3.02,,,,
2020-01-27,1.548831,3.582098,"8,072.50",3.48%,0.03,3.48,"1,602.80",0.35%,"3,243.63",-1.57%
2020-01-28,1.618512,4.498941,"8,509.20",5.41%,0.05,5.41,"1,593.40",-0.48%,"3,276.24",1.01%
2020-01-29,1.684066,4.050263,"8,435.70",-0.86%,-0.01,-0.86,"1,589.30",0.06%,"3,273.40",-0.09%
2020-01-30,1.684578,0.030403,"8,617.60",2.16%,0.02,2.16,"1,599.00",0.80%,"3,283.66",0.31%
2020-01-31,1.742487,3.437597,"8,417.20",-2.33%,-0.02,-2.33,"1,597.70",-0.08%,"3,225.52",-1.77%
2020-02-01,1.702391,-2.30108,"8,460.90",0.52%,0.0052,0.52,,,,
2020-02-02,1.691162,-0.6596,"8,418.10",-0.51%,-0.0051,-0.51,,,,
2020-02-03,1.706495,0.906655,"8,408.00",-0.12%,0.00,-0.12,"1,595.00",-0.34%,"3,248.92",0.73%
2020-02-04,1.703028,-0.20316,"8,308.40",-1.18%,-0.01,-1.18,"1,576.00",-1.65%,"3,297.59",1.50%
