Date,BTC-EUR (Price),BTC-EUR (Change),BTC-EUR (Change),Gen,Gold (Price),Gld,Gold (Change),,SPX-500 (Price),SPX-500 (Change),Myfund (Price),Myfund-Change,MVIS Price,MVIS Change,
12/17/2018,"3,116.30",8.83%,0.09,8.83,"1,317.40",0.80,0.01,0.80,"2,545.94",-2.08%,1,1.00%,1331.21,12.31%,
12/18/2018,"3,250.80",4.31%,0.04,4.31,"1,318.50",0.08,0.00,0.08,"2,546.16",0.01%,1.025792,2.58%,1413.39,6.17%,
12/19/2018,"3,259.60",0.27%,0.00,0.27,"1,321.30",0.21,0.00,0.21,"2,506.96",-1.54%,1.021829,-0.39%,1418.97,0.39%,
12/20/2018,"3,586.50",10.03%,0.10,10.03,"1,333.10",0.89,0.01,0.89,"2,467.42",-1.58%,1.035229,1.31%,1624.37,14.48%,
12/21/2018,"3,409.10",-4.95%,-0.05,-4.95,"1,323.10",-0.75,-0.01,-0.75,"2,416.62",-2.06%,1.025792,-0.91%,1541.73,-5.09%,
12/22/2018,"3,530.70",3.57%,0.04,3.57,,0.00,,0.00,,,1.025792,0.00%,1601.08,3.85%,
12/23/2018,"3,507.10",-0.67%,-0.01,-0.67,,0.00,,0.00,,,1.016708,-0.89%,1654.1,3.31%,
12/24/2018,"3,568.80",1.76%,0.02,1.76,"1,337.00",1.05,0.01,1.05,"2,351.10",-2.71%,1.090335,7.24%,1704.73,3.06%,
12/25/2018,"3,353.10",-6.04%,-0.06,-6.04,"1,270.65",-4.96,-0.05,-4.96,,,1.009477,-7.42%,1590.08,-6.73%,
12/26/2018,"3,393.20",1.20%,0.01,1.2,"1,343.00",5.32,0.05,5.32,"2,467.70",4.96%,1.02526,1.56%,1606.12,1.01%,
12/27/2018,"3,179.40",-6.30%,-0.06,-6.3,"1,346.50",0.61,0.01,0.61,"2,488.83",0.86%,1.021572,-0.36%,1445.64,-9.99%,
12/28/2018,"3,440.50",8.21%,0.08,8.21,"1,348.30",0.13,0.00,0.13,"2,485.74",-0.12%,1.070198,4.76%,1640.98,13.51%,
12/29/2018,"3,303.50",-3.98%,-0.04,-3.98,,0.00,,0.00,,,1.073075,0.27%,1575.83,-3.97%,
12/30/2018,"3,403.30",3.02%,0.03,3.02,,0.00,,0.00,,,1.08738,1.33%,1606.6,1.95%,
12/31/2018,"3,256.50",-4.31%,-0.04,-4.31,"1,347.10",-0.09,0.00,-0.09,"2,506.85",0.85%,1.036922,-4.64%,1516.67,-5.60%,
1/1/2019,"3,380.60",3.81%,0.04,3.81,"1,282.85",-4.73,-0.05,-4.73,,,1.094844,5.59%,1609.74,6.14%,
1/2/2019,"3,476.40",2.83%,0.03,2.83,"1,349.50",5.15,0.05,5.15,"2,510.03",0.13%,1.205479,10.11%,1677.11,4.19%,
1/3/2019,"3,349.70",-3.64%,-0.04,-3.64,"1,359.80",0.76,0.01,0.76,"2,447.89",-2.48%,1.15953,-3.81%,1596.54,-4.80%,
1/4/2019,"3,389.90",1.20%,0.01,1.2,"1,351.80",-0.65,-0.01,-0.65,"2,531.94",3.43%,1.201825,3.65%,1621.98,1.59%,
1/5/2019,"3,369.00",-0.62%,-0.01,-0.62,,0.00,,0.00,,,1.210066,0.69%,1627.49,0.34%,
1/6/2019,"3,571.70",6.01%,0.06,6.01,,0.00,,0.00,,,1.226471,1.36%,1727.65,6.15%,
1/7/2019,"3,521.70",-1.40%,-0.01,-1.4,"1,355.20",0.31,0.00,0.31,"2,549.69",0.70%,1.248421,1.79%,1685.82,-2.42%,
1/8/2019,"3,519.90",-0.05%,0.00,-0.05,"1,351.10",-0.30,0.00,-0.30,"2,574.41",0.97%,1.2679,1.56%,1696.55,0.64%,
1/9/2019,"3,493.80",-0.74%,-0.01,-0.74,"1,357.30",0.46,0.00,0.46,"2,584.96",0.41%,1.275642,0.61%,1694.21,-0.14%,
1/10/2019,"3,178.60",-9.02%,-0.09,-9.02,"1,353.00",-0.32,0.00,-0.32,"2,596.64",0.45%,1.297121,1.68%,1477.94,-12.77%,
1/11/2019,"3,192.60",0.44%,0.00,0.44,"1,355.40",0.18,0.00,0.18,"2,596.26",-0.01%,1.29084,-0.48%,1454.62,-1.58%,
1/12/2019,"3,195.60",0.10%,0.00,0.1,,0.00,,0.00,,,1.297328,0.50%,1460.99,0.44%,
1/13/2019,"3,089.30",-3.33%,-0.03,-3.33,,0.00,,0.00,,,1.299759,0.19%,1384.51,-5.23%,
1/14/2019,"3,215.80",4.09%,0.04,4.09,"1,357.20",0.13,0.00,0.13,"2,582.61",-0.53%,1.29384,-0.46%,1476.33,6.63%,
1/15/2019,"3,165.00",-1.58%,-0.02,-1.58,"1,353.70",-0.26,0.00,-0.26,"2,610.30",1.07%,1.293632,-0.02%,1422.83,-3.62%,
1/16/2019,"3,185.90",0.66%,0.01,0.66,"1,359.30",0.41,0.00,0.41,"2,616.10",0.22%,1.296631,0.23%,1435.97,0.92%,
1/17/2019,"3,209.60",0.74%,0.01,0.74,"1,357.90",-0.10,0.00,-0.10,"2,635.96",0.76%,1.298256,0.13%,1450.63,1.02%,
1/18/2019,"3,196.80",-0.40%,0.00,-0.4,"1,348.10",-0.72,-0.01,-0.72,"2,670.71",1.32%,1.294908,-0.26%,1419.66,-2.13%,
1/19/2019,"3,274.80",2.44%,0.02,2.44,,0.00,,0.00,,,1.294927,0.00%,1457.04,2.63%,
1/20/2019,"3,136.60",-4.22%,-0.04,-4.22,"1,280.50",-4.90,-0.05,-4.90,,,1.291738,-0.25%,1389.49,-4.64%,
1/21/2019,"3,128.90",-0.24%,0.00,-0.24,"1,276.15",-0.23,0.00,-0.23,,,1.291982,0.02%,1388.85,-0.05%,
1/22/2019,"3,167.70",1.24%,0.01,1.24,"1,348.40",5.42,0.05,5.42,"2,632.90",-1.42%,1.29558,0.28%,1412.51,1.70%,
1/23/2019,"3,137.40",-0.96%,-0.01,-0.96,"1,349.30",0.07,0.00,0.07,"2,638.70",0.22%,1.294462,-0.09%,1410.27,-0.16%,
1/24/2019,"3,186.10",1.55%,0.02,1.55,"1,344.90",-0.33,0.00,-0.33,"2,642.33",0.14%,1.293693,-0.06%,1421.18,0.77%,
1/25/2019,"3,140.50",-1.43%,-0.01,-1.43,"1,360.00",1.42,0.01,1.42,"2,664.76",0.85%,1.295311,0.13%,1404.19,-1.20%,
1/26/2019,"3,148.90",0.27%,0.00,0.27,,0.00,,0.00,,,1.296252,0.07%,1399.93,-0.30%,
1/27/2019,"3,127.60",-0.68%,-0.01,-0.68,,0.00,,0.00,,,1.299911,0.28%,1364.61,-2.52%,
1/28/2019,"3,019.50",-3.46%,-0.03,-3.46,"1,369.80",0.43,0.00,0.43,"2,643.85",-0.78%,1.291585,-0.64%,1290.48,-5.43%,
1/29/2019,"2,989.00",-1.01%,-0.01,-1.01,"1,375.60",0.42,0.00,0.42,"2,640.00",-0.15%,1.293118,0.12%,1270.7,-1.53%,
1/30/2019,"3,026.50",1.26%,0.01,1.26,"1,377.60",0.02,0.00,0.02,"2,681.05",1.55%,1.291426,-0.13%,1327.69,4.48%,
1/31/2019,"2,995.70",-1.02%,-0.01,-1.02,"1,384.00",0.59,0.01,0.59,"2,704.10",0.86%,1.295604,0.32%,1299.48,-2.12%,
2/1/2019,"3,031.90",1.21%,0.01,1.21,"1,382.60",-0.21,0.00,-0.21,"2,706.53",0.09%,1.290308,-0.41%,1308.14,0.67%,
2/2/2019,"3,054.40",0.74%,0.01,0.74,,0.00,,0.00,,,1.294425,0.32%,1346.54,2.94%,
2/3/2019,"2,991.80",-2.05%,-0.02,-2.05,,0.00,,0.00,,,1.299282,0.38%,1305.18,-3.07%,
2/4/2019,"3,010.60",0.63%,0.01,0.63,"1,378.30",-0.20,0.00,-0.20,"2,724.87",0.68%,1.292104,-0.55%,1305.37,0.01%,
2/5/2019,"3,027.50",0.56%,0.01,0.56,"1,378.60",0.02,0.00,0.02,"2,737.70",0.47%,1.298854,0.52%,1303.41,-0.15%,
2/6/2019,"2,991.80",-1.18%,-0.01,-1.18,"1,373.80",-0.35,0.00,-0.35,"2,731.61",-0.22%,1.297302,-0.12%,1263.68,-3.05%,
2/7/2019,"2,976.10",-0.52%,-0.01,-0.52,"1,373.60",-0.01,0.00,-0.01,"2,706.05",-0.94%,1.294053,-0.25%,1270.81,0.56%,
2/8/2019,"3,220.50",8.21%,0.08,8.21,"1,377.80",0.31,0.00,0.31,"2,707.88",0.07%,1.290027,-0.31%,1451.08,14.19%,
2/9/2019,"3,219.90",-0.02%,0.00,-0.02,,0.00,,0.00,,,1.291396,0.11%,1457.85,0.47%,
2/10/2019,"3,262.70",1.33%,0.01,1.33,,0.00,,0.00,,,1.297407,0.47%,1485.38,1.89%,
2/11/2019,"3,224.00",-1.19%,-0.01,-1.19,"1,371.20",-0.48,0.00,-0.48,"2,709.80",0.07%,1.297388,0.00%,1421.38,-4.31%,
2/12/2019,"3,186.00",-1.18%,-0.01,-1.18,"1,373.20",0.15,0.00,0.15,"2,744.73",1.29%,1.29825,0.07%,1439.44,1.27%,
2/13/2019,"3,199.30",0.42%,0.00,0.42,"1,374.60",0.10,0.00,0.10,"2,753.03",0.30%,1.298079,-0.01%,1415.68,-1.65%,
2/14/2019,"3,184.40",-0.47%,0.00,-0.47,"1,373.20",-0.10,0.00,-0.10,"2,745.73",-0.27%,1.298158,0.01%,1407.4,-0.58%,
2/15/2019,"3,188.00",0.11%,0.00,0.11,"1,381.20",0.58,0.01,0.58,"2,775.60",1.09%,1.29423,-0.30%,1425.81,1.31%,
2/16/2019,"3,211.20",0.73%,0.01,0.73,,0.00,,0.00,,,1.294151,-0.01%,1437.32,0.81%,
2/17/2019,"3,248.40",1.16%,0.01,1.16,"1,323.85",-4.12,-0.04,-4.12,,,1.29871,0.35%,1472.97,2.48%,
2/18/2019,"3,444.50",6.04%,0.06,6.04,"1,324.05",0.40,0.00,0.40,,,1.295895,-0.22%,1595.79,8.34%,
2/19/2019,"3,459.50",0.44%,0.00,0.44,"1,403.90",5.59,0.06,5.59,"2,779.76",0.15%,1.290064,-0.45%,1604.64,0.55%,
2/20/2019,"3,509.50",1.45%,0.01,1.45,"1,406.70",0.20,0.00,0.20,"2,784.70",0.18%,1.292718,0.21%,1669.81,4.06%,
2/21/2019,"3,476.90",-0.93%,-0.01,-0.93,"1,388.00",-1.39,-0.01,-1.39,"2,774.88",-0.35%,1.296128,0.26%,1613.61,-3.37%,
2/22/2019,"3,513.10",1.04%,0.01,1.04,"1,392.50",0.38,0.00,0.38,"2,792.67",0.64%,1.299142,0.23%,1641.16,1.71%,
2/23/2019,"3,657.00",4.10%,0.04,4.1,,0.00,,0.00,,,1.294635,-0.35%,1721.1,4.87%,
2/24/2019,"3,326.10",-9.05%,-0.09,-9.05,,0.00,,0.00,,,1.296203,0.12%,1489.49,-13.46%,
2/25/2019,"3,382.20",1.69%,0.02,1.69,"1,389.00",-0.25,0.00,-0.25,"2,796.11",0.12%,1.297069,0.07%,1560.06,4.74%,
2/26/2019,"3,352.00",-0.89%,-0.01,-0.89,"1,387.90",-0.08,0.00,-0.08,"2,793.90",-0.08%,1.293619,-0.27%,1535.38,-1.58%,
2/27/2019,"3,361.00",0.27%,0.00,0.27,"1,380.50",-0.53,-0.01,-0.53,"2,792.38",-0.05%,1.29838,0.37%,1529.88,-0.36%,
2/28/2019,"3,365.50",0.13%,0.00,0.13,"1,374.00",-0.38,0.00,-0.38,"2,784.49",-0.28%,1.293201,-0.40%,1535.06,0.34%,
3/1/2019,"3,371.70",0.18%,0.00,0.18,"1,358.30",-1.24,-0.01,-1.24,"2,803.69",0.69%,1.290791,-0.19%,1551.02,1.04%,
3/2/2019,"3,393.60",0.65%,0.01,0.65,,0.00,,0.00,,,1.293453,0.21%,1554.91,0.25%,
3/3/2019,"3,371.40",-0.66%,-0.01,-0.66,,0.00,,0.00,,,1.298214,0.37%,1542.63,-0.79%,
3/4/2019,"3,291.50",-2.37%,-0.02,-2.37,"1,346.30",-0.88,-0.01,-0.88,"2,792.81",-0.39%,1.293383,-0.37%,1486.17,-3.66%,
3/5/2019,"3,422.70",3.99%,0.04,3.99,"1,343.50",-0.21,0.00,-0.21,"2,789.65",-0.11%,1.29152,-0.14%,1600.43,7.69%,
3/6/2019,"3,424.40",0.05%,0.00,0.05,"1,346.50",0.22,0.00,0.22,"2,771.45",-0.65%,1.299061,0.58%,1623.88,1.47%,
3/7/2019,"3,461.80",1.09%,0.01,1.09,"1,344.90",-0.12,0.00,-0.12,"2,748.93",-0.81%,1.293152,-0.45%,1627.84,0.24%,
3/8/2019,"3,446.00",-0.46%,0.00,-0.46,"1,358.50",1.01,0.01,1.01,"2,743.07",-0.21%,1.290606,-0.20%,1604.13,-1.46%,
3/9/2019,"3,510.30",1.87%,0.02,1.87,,0.00,,0.00,,,1.292686,0.16%,1655.25,3.19%,
3/10/2019,"3,493.00",-0.49%,0.00,-0.49,,0.00,,0.00,,,1.293279,0.05%,1658.42,0.19%,
3/11/2019,"3,444.90",-1.38%,-0.01,-1.38,"1,350.00",-0.63,-0.01,-0.63,"2,783.30",1.47%,1.290498,-0.22%,1631.63,-1.62%,
3/12/2019,"3,443.10",-0.05%,0.00,-0.05,"1,356.60",0.49,0.00,0.49,"2,791.52",0.30%,1.295241,0.37%,1654.03,1.37%,
3/13/2019,"3,410.40",-0.95%,-0.01,-0.95,"1,368.10",0.85,0.01,0.85,"2,810.92",0.69%,1.296067,0.06%,1651.63,-0.15%,
3/14/2019,"3,431.80",0.63%,0.01,0.63,"1,352.90",-1.11,-0.01,-1.11,"2,808.48",-0.09%,1.299565,0.27%,1658.52,0.42%,
3/15/2019,"3,463.40",0.92%,0.01,0.92,"1,360.60",0.57,0.01,0.57,"2,822.48",0.50%,1.290509,-0.70%,1713.48,3.31%,
3/16/2019,"3,554.20",2.62%,0.03,2.62,,0.00,,0.00,,,1.297128,0.51%,1771.73,3.40%,
3/17/2019,"3,544.70",-0.27%,0.00,-0.27,,0.00,,0.00,,,1.298469,0.10%,1760.14,-0.65%,
3/18/2019,"3,521.90",-0.64%,-0.01,-0.64,"1,359.40",-0.09,0.00,-0.09,"2,832.94",0.37%,1.293571,-0.38%,1767.95,0.44%,
3/19/2019,"3,551.00",0.83%,0.01,0.83,"1,364.70",0.39,0.00,0.39,"2,832.57",-0.01%,1.292512,-0.08%,1772.23,0.24%,
3/20/2019,"3,550.10",-0.03%,0.00,-0.03,"1,359.50",-0.38,0.00,-0.38,"2,824.23",-0.29%,1.293833,0.10%,1777.63,0.30%,
3/21/2019,"3,514.20",-1.01%,-0.01,-1.01,"1,364.50",0.37,0.00,0.37,"2,854.88",1.09%,1.292346,-0.11%,1725.92,-2.91%,
3/22/2019,"3,538.70",0.70%,0.01,0.7,"1,368.20",0.35,0.00,0.35,"2,800.71",-1.90%,1.296544,0.32%,1745.37,1.13%,
3/23/2019,"3,535.80",-0.08%,0.00,-0.08,,0.00,,0.00,,,1.294785,-0.14%,1770.48,1.44%,
3/24/2019,"3,550.20",0.41%,0.00,0.41,,0.00,,0.00,,,1.295067,0.02%,1747.35,-1.31%,
3/25/2019,"3,472.70",-2.18%,-0.02,-2.18,"1,378.10",0.64,0.01,0.64,"2,798.36",-0.08%,1.299828,0.37%,1707.83,-2.26%,
3/26/2019,"3,491.30",0.54%,0.01,0.54,"1,369.30",-0.64,-0.01,-0.64,"2,818.46",0.72%,1.293171,-0.51%,1712.75,0.29%,
3/27/2019,"3,586.30",2.72%,0.03,2.72,"1,363.80",-0.40,0.00,-0.40,"2,805.37",-0.46%,1.296166,0.23%,1790.59,4.54%,
3/28/2019,"3,588.20",0.06%,0.00,0.06,"1,342.20",-1.57,-0.02,-1.57,"2,815.44",0.36%,1.293959,-0.17%,1767.06,-1.31%,
3/29/2019,"3,661.30",2.04%,0.02,2.04,"1,354.10",0.27,0.00,0.27,"2,834.40",0.67%,1.297906,0.31%,1802.1,1.98%,
3/30/2019,"3,665.00",0.10%,0.00,0.1,,0.00,,0.00,,,1.294718,-0.25%,1785.58,-0.92%,
3/31/2019,"3,665.40",0.01%,0.00,0.01,,0.00,,0.00,,,1.290209,-0.35%,1790.66,0.28%,
4/1/2019,"3,707.50",1.15%,0.01,1.15,"1,342.70",-0.25,0.00,-0.25,"2,867.19",1.16%,1.292697,0.19%,1801.41,0.60%,
4/2/2019,"4,382.30",18.20%,0.18,18.2,"1,340.80",0.09,0.00,0.09,"2,867.24",0.00%,1.294753,0.16%,2174.89,20.73%,
4/3/2019,"4,428.10",1.05%,0.01,1.05,"1,344.00",0.01,0.00,0.01,"2,873.40",0.21%,1.295316,0.04%,2284.14,5.02%,
4/4/2019,"4,381.30",-1.06%,-0.01,-1.06,"1,343.50",-0.04,0.00,-0.04,"2,879.39",0.21%,1.298804,0.27%,2228.44,-2.44%,
4/5/2019,"4,502.70",2.77%,0.03,2.77,"1,345.20",0.13,0.00,0.13,"2,892.74",0.46%,1.296803,-0.15%,2357.11,5.77%,
4/6/2019,"4,516.50",0.31%,0.00,0.31,,0.00,,0.00,,,1.290224,-0.51%,2380.66,1.00%,
4/7/2019,"4,651.80",3.00%,0.03,3,,0.00,,0.00,,,1.296932,0.52%,2498.42,4.95%,
4/8/2019,"4,707.70",1.20%,0.01,1.2,"1,351.90",0.50,0.01,0.50,"2,895.77",0.10%,1.291481,-0.42%,2457.43,-1.64%,
4/9/2019,"4,626.10",-1.73%,-0.02,-1.73,"1,358.40",0.48,0.00,0.48,"2,878.20",-0.61%,1.299216,0.60%,2378.84,-3.20%,
4/10/2019,"4,729.00",2.23%,0.02,2.23,"1,363.90",0.40,0.00,0.40,"2,888.21",0.35%,1.298779,-0.03%,2415.94,1.56%,
4/11/2019,"4,500.10",-4.84%,-0.05,-4.84,"1,356.60",-1.50,-0.02,-1.50,"2,888.32",0.00%,1.296726,-0.16%,2215.73,-8.29%,
4/12/2019,"4,519.00",0.42%,0.00,0.42,"1,346.30",0.22,0.00,0.22,"2,907.41",0.66%,1.290817,-0.46%,2230.23,0.65%,
4/13/2019,"4,528.10",0.20%,0.00,0.2,,0.00,,0.00,,,1.299029,0.64%,2222.86,-0.33%,
4/14/2019,"4,592.70",1.43%,0.01,1.43,,0.00,,0.00,,,1.294919,-0.32%,2290.4,3.04%,
4/15/2019,"4,475.50",-2.55%,-0.03,-2.55,"1,342.40",-0.29,0.00,-0.29,"2,905.58",-0.06%,1.296171,0.10%,2246.31,-1.92%,
4/16/2019,"4,626.70",3.38%,0.03,3.38,"1,329.00",-1.07,-0.01,-1.07,"2,907.06",0.05%,1.293208,-0.23%,2307.89,2.74%,
4/17/2019,"4,646.30",0.42%,0.00,0.42,"1,327.60",-0.04,0.00,-0.04,"2,900.45",-0.23%,1.297999,0.37%,2305.8,-0.09%,
4/18/2019,"4,716.20",1.50%,0.02,1.5,"1,326.90",-0.05,0.00,-0.05,"2,905.03",0.16%,1.321335,1.80%,2335.03,1.27%,
4/19/2019,"4,724.40",0.17%,0.00,0.17,"1,277.90",-3.69,-0.04,-3.69,,,1.338272,1.28%,2326.03,-0.39%,
4/20/2019,"4,750.00",0.54%,0.01,0.54,,0.00,,0.00,,,1.337691,-0.04%,2308.5,-0.75%,
4/21/2019,"4,738.40",-0.24%,0.00,-0.24,,0.00,,0.00,,,1.322101,-1.17%,2243.93,-2.80%,
4/22/2019,"4,804.60",1.40%,0.01,1.4,"1,328.50",3.96,0.04,3.96,"2,907.97",0.10%,1.336251,1.07%,2260.12,0.72%,
4/23/2019,"4,952.50",3.08%,0.03,3.08,"1,323.80",-0.35,0.00,-0.35,"2,933.68",0.88%,1.332986,-0.24%,2233.11,-1.20%,
4/24/2019,"4,902.40",-1.01%,-0.01,-1.01,"1,329.90",0.46,0.00,0.46,"2,927.25",-0.22%,1.289291,-3.28%,2156.87,-3.41%,
4/25/2019,"4,645.60",-5.24%,-0.05,-5.24,"1,330.20",0.02,0.00,0.02,"2,926.17",-0.04%,1.250892,-2.98%,2042.57,-5.30%,
4/26/2019,"4,676.20",0.66%,0.01,0.66,"1,339.20",0.68,0.01,0.68,"2,939.88",0.47%,1.235586,-1.22%,2082.56,1.96%,
4/27/2019,"4,708.00",0.68%,0.01,0.68,,0.00,,0.00,,,1.231758,-0.31%,2077.71,-0.23%,
4/28/2019,"4,710.70",0.06%,0.00,0.06,,0.00,,0.00,,,1.222972,-0.71%,2055.52,-1.07%,
4/29/2019,"4,651.00",-1.27%,-0.01,-1.27,"1,331.60",-0.57,-0.01,-0.57,"2,943.03",0.11%,1.206645,-1.34%,2006.09,-2.40%,
4/30/2019,"4,735.10",1.81%,0.02,1.81,"1,335.70",0.31,0.00,0.31,"2,945.83",0.10%,1.260836,4.49%,2148.97,7.12%,
5/1/2019,"4,800.20",1.38%,0.01,1.38,"1,334.20",-0.11,0.00,-0.11,"2,923.73",-0.75%,1.25034,-0.83%,2137.94,-0.51%,
5/2/2019,"4,874.10",1.54%,0.02,1.54,"1,323.00",-0.90,-0.01,-0.90,"2,917.52",-0.21%,1.260447,0.81%,2134.61,-0.16%,
5/3/2019,"5,100.10",4.64%,0.05,4.64,"1,331.70",0.72,0.01,0.72,"2,945.64",0.96%,1.305774,3.60%,2245.02,5.17%,
5/4/2019,"5,214.30",2.24%,0.02,2.24,,0.00,,0.00,,,1.275297,-2.33%,2221.63,-1.04%,
5/5/2019,"5,176.90",-0.72%,-0.01,-0.72,,0.00,,0.00,,,1.270787,-0.35%,2204.39,-0.78%,
5/6/2019,"5,127.90",-0.95%,-0.01,-0.95,"1,334.00",0.17,0.00,0.17,"2,932.47",-0.45%,1.342315,5.63%,2210.87,0.29%,
5/7/2019,"5,205.00",1.50%,0.02,1.5,"1,335.80",0.13,0.00,0.13,"2,884.05",-1.65%,1.320157,-1.65%,2173.71,-1.68%,
5/8/2019,"5,335.30",2.50%,0.03,2.5,"1,338.00",-0.33,0.00,-0.33,"2,879.42",-0.16%,1.329099,0.68%,2201.38,1.27%,
5/9/2019,"5,493.70",2.97%,0.03,2.97,"1,335.10",0.28,0.00,0.28,"2,870.72",-0.30%,1.323967,-0.39%,2184.76,-0.75%,
5/10/2019,"5,670.00",3.21%,0.03,3.21,"1,337.20",0.16,0.00,0.16,"2,881.40",0.37%,1.346125,1.67%,2228.05,1.98%,
5/11/2019,"6,339.70",11.81%,0.12,11.81,,0.00,,0.00,,,1.510639,12.22%,2542.84,14.13%,
5/12/2019,"6,206.70",-2.10%,-0.02,-2.1,,0.00,,0.00,,,1.456449,-3.59%,2479.68,-2.48%,
5/13/2019,"6,949.30",11.96%,0.12,11.96,"1,350.20",0.97,0.01,0.97,"2,811.87",-2.41%,1.530465,5.08%,2627.31,5.95%,
5/14/2019,"7,124.10",2.51%,0.03,2.51,"1,343.40",-0.50,-0.01,-0.50,"2,834.41",0.80%,1.688293,10.31%,2824.67,7.51%,
5/15/2019,"7,310.10",2.61%,0.03,2.61,"1,344.50",0.08,0.00,0.08,"2,850.96",0.58%,1.921537,13.82%,3119.43,10.44%,
5/16/2019,"7,054.10",-3.50%,-0.04,-3.5,"1,333.10",-0.85,-0.01,-0.85,"2,876.32",0.89%,2.052619,6.82%,3039.73,-2.55%,
5/17/2019,"6,617.60",-6.19%,-0.06,-6.19,"1,322.50",-0.80,-0.01,-0.80,"2,859.53",-0.58%,1.89518,-7.67%,2846.72,-6.35%,
5/18/2019,"6,549.90",-1.02%,-0.01,-1.02,,0.00,,0.00,,,1.823963,-3.76%,2762.73,-2.95%,
5/19/2019,"7,351.20",12.23%,0.12,12.23,,0.00,,0.00,,,2.031472,11.38%,3097.19,12.11%,
5/20/2019,"7,173.70",-2.42%,-0.02,-2.42,"1,324.20",0.13,0.00,0.13,"2,840.23",-0.67%,1.958156,-3.61%,3002.35,-3.06%,
5/21/2019,"7,137.90",-0.50%,-0.01,-0.5,"1,320.10",-0.31,0.00,-0.31,"2,864.36",0.85%,1.98428,1.33%,3005.45,0.10%,
5/22/2019,"6,855.30",-3.96%,-0.04,-3.96,"1,321.30",0.09,0.00,0.09,"2,856.27",-0.28%,1.981014,-0.16%,2832.25,-5.76%,
5/23/2019,"7,055.20",2.92%,0.03,2.92,"1,328.40",0.79,0.01,0.79,"2,822.24",-1.19%,1.912362,-3.47%,2907.81,2.67%,
5/24/2019,"7,146.30",1.29%,0.01,1.29,"1,329.20",-0.13,0.00,-0.13,"2,826.06",0.14%,1.939652,1.43%,2985.97,2.69%,
5/25/2019,"7,223.70",1.08%,0.01,1.08,,0.00,,0.00,,,1.957378,0.91%,3000.81,0.50%,
5/26/2019,"7,801.00",7.99%,0.08,7.99,"1,283.65",-3.45,-0.03,-3.45,,,2.07641,6.08%,3216.35,7.18%,
5/27/2019,"7,852.90",0.66%,0.01,0.66,"1,283.25",0.06,0.00,0.06,,,1.982179,-4.54%,3299.67,2.59%,
5/28/2019,"7,827.60",-0.32%,0.00,-0.32,"1,322.60",2.98,0.03,2.98,"2,802.39",-0.84%,1.982551,0.02%,3299.38,-0.01%,
5/29/2019,"7,801.40",-0.33%,0.00,-0.33,"1,327.80",0.24,0.00,0.24,"2,783.02",-0.69%,1.982403,-0.01%,3322.44,0.70%,
