Date,BTC-EUR (Price),BTC-EUR (Change),BTC-EUR (Change),Gen,Gold (Price),Gld,Gold (Change),,SPX-500 (Price),SPX-500 (Change),Myfund (Price),Myfund-Change,MVIS Price,MVIS Change,
10/14/2020,"9,738.20",0.02%,0.00,0.02,"1,885.00",0.67,0.01,0.67,"3,488.67",-0.66%,3.181512,-0.96%,2738.29,-0.80%,
10/15/2020,"9,830.00",0.94%,0.01,0.94,"1,892.70",0.08,0.00,0.08,"3,483.34",-0.15%,3.111558,-2.20%,2733.89,-0.16%,
10/16/2020,"9,674.80",-1.58%,-0.02,-1.58,"1,901.10",-0.13,0.00,-0.13,"3,483.81",0.01%,3.12737,0.51%,2664.81,-2.53%,
10/17/2020,"9,705.00",0.31%,0.00,0.31,,0.00,,0.00,,,3.0549,-2.32%,2668.51,0.14%,
10/18/2020,"9,827.20",1.26%,0.01,1.26,,0.00,,0.00,,,3.066077,0.37%,2705.67,1.39%,
10/19/2020,"9,987.30",1.63%,0.02,1.63,"1,900.20",0.28,0.00,0.28,"3,426.92",-1.63%,3.111809,1.49%,2741.45,1.32%,
10/20/2020,"10,079.90",0.93%,0.01,0.93,"1,896.60",0.19,0.00,0.19,"3,443.12",0.47%,3.136584,0.80%,2699.77,-1.52%,
10/21/2020,"10,770.40",6.85%,0.07,6.85,"1,911.60",0.74,0.01,0.74,"3,435.56",-0.22%,3.057852,-2.51%,2872.53,6.40%,
10/22/2020,"10,980.90",1.95%,0.02,1.95,"1,894.20",-1.29,-0.01,-1.29,"3,453.49",0.52%,3.252747,6.37%,2963.52,3.17%,
10/23/2020,"10,893.70",-0.79%,-0.01,-0.79,"1,895.20",0.03,0.00,0.03,"3,465.39",0.34%,3.389424,4.20%,2947.19,-0.55%,
10/24/2020,"11,046.70",1.40%,0.01,1.4,,0.00,,0.00,,,3.30445,-2.51%,2994.48,1.60%,
10/25/2020,"10,998.00",-0.44%,0.00,-0.44,,0.00,,0.00,,,3.331341,0.81%,2957.38,-1.24%,
10/26/2020,"11,076.00",0.71%,0.01,0.71,"1,892.50",0.03,0.00,0.03,"3,400.97",-1.86%,3.308769,-0.68%,2894.53,-2.13%,
10/27/2020,"11,621.00",4.92%,0.05,4.92,"1,898.70",0.33,0.00,0.33,"3,390.68",-0.30%,3.259763,-1.48%,2972.59,2.70%,
10/28/2020,"11,319.10",-2.60%,-0.03,-2.6,"1,869.10",-1.71,-0.02,-1.71,"3,271.03",-3.53%,3.3657,3.25%,2892.47,-2.70%,
10/29/2020,"11,529.40",1.86%,0.02,1.86,"1,859.20",-0.60,-0.01,-0.60,"3,310.11",1.19%,3.24501,-3.59%,2884.82,-0.26%,
10/30/2020,"11,644.10",0.99%,0.01,0.99,"1,863.30",0.64,0.01,0.64,"3,269.96",-1.21%,3.238611,-0.20%,2863.25,-0.75%,
10/31/2020,"11,850.60",1.77%,0.02,1.77,,0.00,,0.00,,,3.24871,0.31%,2895.14,1.11%,
11/1/2020,"11,822.60",-0.24%,0.00,-0.24,,0.00,,0.00,,,3.304558,1.72%,2918.09,0.79%,
11/2/2020,"11,659.40",-1.38%,-0.01,-1.38,"1,873.30",0.67,0.01,0.67,"3,310.24",1.23%,3.324067,0.59%,2844.44,-2.52%,
11/3/2020,"11,929.40",2.32%,0.02,2.32,"1,887.60",0.95,0.01,0.95,"3,369.16",1.78%,3.244509,-2.39%,2872.73,0.99%,
11/4/2020,"12,067.30",1.16%,0.01,1.16,"1,881.80",-0.74,-0.01,-0.74,"3,443.44",2.20%,3.244492,0.00%,2901.71,1.01%,
11/5/2020,"13,189.90",9.30%,0.09,9.3,"1,902.20",2.67,0.03,2.67,"3,510.45",1.95%,3.318488,2.28%,3074.07,5.94%,
11/6/2020,"13,137.10",-0.40%,0.00,-0.4,"1,937.20",0.25,0.00,0.25,"3,509.44",-0.03%,3.486949,5.08%,3218.66,4.70%,
11/7/2020,"12,429.00",-5.39%,-0.05,-5.39,,0.00,,0.00,,,3.656806,4.87%,3077.78,-4.38%,
11/8/2020,"12,985.10",4.47%,0.04,4.47,,0.00,,0.00,,,3.486412,-4.66%,3197.03,3.87%,
11/9/2020,"12,960.40",-0.19%,0.00,-0.19,"1,848.00",-4.99,-0.05,-4.99,"3,550.50",1.17%,3.640005,4.41%,3140.79,-1.76%,
11/10/2020,"12,969.00",0.07%,0.00,0.07,"1,858.90",1.19,0.01,1.19,"3,545.53",-0.14%,3.60317,-1.01%,3147.64,0.22%,
11/11/2020,"13,328.00",2.77%,0.03,2.77,"1,853.90",-0.79,-0.01,-0.79,"3,572.66",0.77%,3.687537,2.34%,3206.81,1.88%,
11/12/2020,"13,819.90",3.69%,0.04,3.69,"1,860.70",0.63,0.01,0.63,"3,537.01",-1.00%,3.753833,1.80%,3249.85,1.34%,
11/13/2020,"13,803.00",-0.12%,0.00,-0.12,"1,872.10",0.69,0.01,0.69,"3,585.15",1.36%,3.750648,-0.08%,3333.68,2.58%,
11/14/2020,"13,599.80",-1.47%,-0.01,-1.47,,0.00,,0.00,,,3.816149,1.75%,3279.09,-1.64%,
11/15/2020,"13,491.60",-0.80%,-0.01,-0.8,,0.00,,0.00,,,3.736977,-2.07%,3232.39,-1.42%,
11/16/2020,"14,094.90",4.47%,0.04,4.47,"1,861.50",0.08,0.00,0.08,"3,626.91",1.16%,3.659647,-2.07%,3412.54,5.57%,
11/17/2020,"14,890.00",5.64%,0.06,5.64,"1,876.30",-0.14,0.00,-0.14,"3,609.53",-0.48%,3.806823,4.02%,3571.87,4.67%,
11/18/2020,"15,012.40",0.82%,0.01,0.82,"1,860.30",-0.59,-0.01,-0.59,"3,567.79",-1.16%,3.976298,4.45%,3516.25,-1.56%,
11/19/2020,"15,033.20",0.14%,0.00,0.14,"1,850.00",-0.66,-0.01,-0.66,"3,581.87",0.39%,3.979025,0.07%,3569.97,1.53%,
11/20/2020,"15,743.10",4.72%,0.05,4.72,"1,859.10",0.59,0.01,0.59,"3,557.54",-0.68%,3.974187,-0.12%,3789.69,6.15%,
11/21/2020,"15,743.50",0.00%,0.00,0,,0.00,,0.00,,,4.190885,5.45%,4341.91,14.57%,
11/22/2020,"15,529.40",-1.36%,-0.01,-1.36,,0.00,,0.00,,,4.570661,9.06%,4245.8,-2.21%,
11/23/2020,"15,528.10",-0.01%,0.00,-0.01,"1,828.00",-1.85,-0.02,-1.85,"3,577.59",0.56%,4.736027,3.62%,4915.72,15.78%,
11/24/2020,"16,114.20",3.77%,0.04,3.77,"1,803.70",-1.46,-0.01,-1.46,"3,635.41",1.62%,5.118362,8.07%,5289.88,7.61%,
11/25/2020,"15,728.00",-2.40%,-0.02,-2.4,"1,804.70",0.02,0.00,0.02,"3,629.65",-0.16%,5.304745,3.64%,4939.05,-6.63%,
11/26/2020,"14,410.20",-8.38%,-0.08,-8.38,"1,804.20",-0.23,0.00,-0.23,,,5.041303,-4.97%,4362.8,-11.67%,
11/27/2020,"14,342.60",-0.47%,0.00,-0.47,"1,776.50",-1.05,-0.01,-1.05,"3,638.35",0.24%,4.522483,-10.29%,4466.57,2.38%,
11/28/2020,"14,849.00",3.53%,0.04,3.53,,0.00,,0.00,,,4.462637,-1.32%,4735.9,6.03%,
11/29/2020,"15,207.00",2.41%,0.02,2.41,,0.00,,0.00,,,4.828868,8.21%,4804.68,1.45%,
11/30/2020,"16,427.40",8.03%,0.08,8.03,"1,767.20",-0.40,0.00,-0.40,"3,621.63",-0.46%,4.900536,1.48%,5219.18,8.63%,
12/1/2020,"15,578.50",-5.17%,-0.05,-5.17,"1,778.40",2.13,0.02,2.13,"3,662.45",1.13%,5.227302,6.67%,4889.8,-6.31%,
12/2/2020,"15,877.50",1.92%,0.02,1.92,"1,810.50",0.62,0.01,0.62,"3,669.01",0.18%,4.966768,-4.98%,5019.14,2.65%,
12/3/2020,"16,020.70",0.90%,0.01,0.9,"1,826.70",0.60,0.01,0.60,"3,666.72",-0.06%,4.996902,0.61%,5061.42,0.84%,
12/4/2020,"15,417.30",-3.77%,-0.04,-3.77,"1,832.00",-0.06,0.00,-0.06,"3,699.12",0.88%,5.097862,2.02%,4622.14,-8.68%,
12/5/2020,"15,824.90",2.64%,0.03,2.64,,0.00,,0.00,,,4.708313,-7.64%,4834.9,4.60%,
12/6/2020,"15,983.70",1.00%,0.01,1,,0.00,,0.00,,,4.891999,3.90%,4962.05,2.63%,
12/7/2020,"15,843.60",-0.88%,-0.01,-0.88,"1,824.80",1.41,0.01,1.41,"3,691.96",-0.19%,4.950562,1.20%,4879.81,-1.66%,
12/8/2020,"15,143.50",-4.42%,-0.04,-4.42,"1,863.90",0.48,0.00,0.48,"3,702.25",0.28%,4.908771,-0.84%,4551.62,-6.73%,
12/9/2020,"15,375.30",1.53%,0.02,1.53,"1,828.20",-1.94,-0.02,-1.94,"3,672.82",-0.79%,4.60584,-6.17%,4697.15,3.20%,
12/10/2020,"15,037.60",-2.20%,-0.02,-2.2,"1,831.50",-0.06,0.00,-0.06,"3,668.10",-0.13%,4.774771,3.67%,4586.7,-2.35%,
12/11/2020,"14,893.30",-0.96%,-0.01,-0.96,"1,826.80",0.34,0.00,0.34,"3,663.46",-0.13%,4.644046,-2.74%,4483.4,-2.25%,
12/12/2020,"15,545.50",4.38%,0.04,4.38,,0.00,,0.00,,,4.609147,-0.75%,4468.6,-0.33%,
12/13/2020,"15,786.60",1.55%,0.02,1.55,,0.00,,0.00,,,4.673265,1.39%,4607.88,3.12%,
12/14/2020,"15,864.10",0.49%,0.00,0.49,"1,820.00",-0.62,-0.01,-0.62,"3,647.49",-0.44%,4.755949,1.77%,4556.86,-1.11%,
12/15/2020,"15,997.50",0.84%,0.01,0.84,"1,828.50",1.27,0.01,1.27,"3,694.62",1.29%,4.776917,0.44%,4497.26,-1.31%,
12/16/2020,"17,506.40",9.43%,0.09,9.43,"1,848.20",0.20,0.00,0.20,"3,701.17",0.18%,4.737698,-0.82%,5100.98,13.42%,
12/17/2020,"18,598.00",6.24%,0.06,6.24,"1,865.90",1.68,0.02,1.68,"3,722.48",0.58%,5.140738,8.51%,5241.58,2.76%,
12/18/2020,"18,872.00",1.47%,0.01,1.47,"1,881.90",-0.08,0.00,-0.08,"3,709.41",-0.35%,5.318467,3.46%,5336.03,1.80%,
12/19/2020,"19,403.90",2.82%,0.03,2.82,,0.00,,0.00,,,5.328134,0.18%,5414.6,1.47%,
12/20/2020,"19,203.30",-1.03%,-0.01,-1.03,,0.00,,0.00,,,5.429048,1.89%,5304.29,-2.04%,
12/21/2020,"18,592.00",-3.18%,-0.03,-3.18,"1,859.00",-0.32,0.00,-0.32,"3,694.92",-0.39%,5.266448,-3.00%,4983.19,-6.05%,
12/22/2020,"19,535.70",5.08%,0.05,5.08,"1,863.70",-0.66,-0.01,-0.66,"3,687.26",-0.21%,5.126019,-2.67%,4966.5,-0.33%,
12/23/2020,"19,091.70",-2.27%,-0.02,-2.27,"1,860.90",0.42,0.00,0.42,"3,690.01",0.07%,5.10975,-0.32%,4159.19,-16.26%,
12/24/2020,"19,479.50",2.03%,0.02,2.03,"1,873.10",0.27,0.00,0.27,"3,703.06",0.35%,4.576007,-10.45%,4563.04,9.71%,
12/25/2020,"20,229.40",3.85%,0.04,3.85,,0.00,,0.00,,,4.892582,6.92%,4684.38,2.66%,
12/26/2020,"21,648.20",7.01%,0.07,7.01,,0.00,,0.00,,,4.943649,1.04%,4746.95,1.34%,
12/27/2020,"21,360.50",-1.33%,-0.01,-1.33,,0.00,,0.00,,,5.06067,2.37%,4800.01,1.12%,
12/28/2020,"22,133.50",3.62%,0.04,3.62,"1,873.00",-0.15,0.00,-0.15,"3,735.36",0.87%,5.173456,2.23%,4870.9,1.48%,
12/29/2020,"22,333.60",0.90%,0.01,0.9,"1,875.60",0.13,0.00,0.13,"3,727.04",-0.22%,5.396567,4.31%,4794.49,-1.57%,
12/30/2020,"23,481.30",5.14%,0.05,5.14,"1,879.50",0.56,0.01,0.56,"3,732.04",0.13%,5.381176,-0.29%,4902.1,2.24%,
12/31/2020,"23,681.90",0.85%,0.01,0.85,"1,889.10",0.09,0.00,0.09,"3,756.07",0.64%,5.497647,2.16%,4850.08,-1.06%,
1/1/2021,"24,035.60",1.49%,0.01,1.49,"1,901.60",0.34,0.00,0.34,,,5.549117,0.94%,4877.89,0.57%,
1/2/2021,"25,930.10",7.88%,0.08,7.88,,0.00,,0.00,,,5.554798,0.10%,5184.21,6.28%,
1/3/2021,"26,013.80",0.32%,0.00,0.32,,0.00,,0.00,,,5.775749,3.98%,5967.14,15.10%,
1/4/2021,"26,105.20",0.35%,0.00,0.35,"1,906.10",2.37,0.02,2.37,"3,700.65",-1.48%,6.402525,10.85%,6018.12,0.85%,
1/5/2021,"27,638.80",5.87%,0.06,5.87,"1,938.40",0.40,0.00,0.40,"3,726.86",0.71%,6.643146,3.76%,6351.76,5.54%,
1/6/2021,"29,820.40",7.89%,0.08,7.89,"1,902.60",-2.34,-0.02,-2.34,"3,748.14",0.57%,7.286299,9.68%,7261.44,14.32%,
1/7/2021,"32,006.00",7.33%,0.07,7.33,"1,907.50",0.26,0.00,0.26,"3,803.79",1.48%,8.057765,10.59%,7306.21,0.62%,
1/8/2021,"33,099.70",3.42%,0.03,3.42,"1,827.80",-4.09,-0.04,-4.09,"3,824.68",0.55%,8.295908,2.96%,7297.39,-0.12%,
1/9/2021,"32,369.90",-2.20%,-0.02,-2.2,,0.00,,0.00,,,8.262503,-0.40%,7815.76,7.10%,
1/10/2021,"31,026.20",-4.15%,-0.04,-4.15,,0.00,,0.00,,,8.569197,3.71%,7626.86,-2.42%,
1/11/2021,"29,107.50",-6.18%,-0.06,-6.18,"1,817.10",0.84,0.01,0.84,"3,799.61",-0.66%,8.313849,-2.98%,6623.08,-13.16%,
1/12/2021,"27,928.40",-4.05%,-0.04,-4.05,"1,835.80",-0.36,0.00,-0.36,"3,801.19",0.04%,7.348896,-11.61%,6417.02,-3.11%,
1/13/2021,"30,737.00",10.06%,0.10,10.06,"1,841.60",0.58,0.01,0.58,"3,809.84",0.23%,7.318399,-0.41%,7016.57,9.34%,
1/14/2021,"32,215.50",4.81%,0.05,4.81,"1,826.60",-0.19,0.00,-0.19,"3,795.54",-0.38%,7.961185,8.78%,7377.4,5.14%,
1/15/2021,"30,502.40",-5.32%,-0.05,-5.32,"1,822.10",-1.16,-0.01,-1.16,"3,768.25",-0.72%,8.26477,3.81%,6941.98,-5.90%,
1/16/2021,"29,823.80",-2.22%,-0.02,-2.22,,0.00,,0.00,,,8.213937,-0.62%,7029.07,1.25%,
1/17/2021,"29,632.00",-0.64%,-0.01,-0.64,"1,803.60",-1.10,-0.01,-1.10,,,8.656492,5.39%,7025.79,-0.05%,
1/18/2021,"30,290.10",2.22%,0.02,2.22,"1,809.65",1.48,0.01,1.48,,,9.032447,4.34%,7253.1,3.24%,
1/19/2021,"29,641.20",-2.14%,-0.02,-2.14,"1,800.80",0.20,0.00,0.20,"3,798.91",0.81%,8.898496,-1.48%,7387.57,1.85%,
1/20/2021,"29,298.10",-1.16%,-0.01,-1.16,"1,831.10",1.43,0.01,1.43,"3,851.85",1.39%,9.228103,3.70%,7327.76,-0.81%,
1/21/2021,"25,353.40",-13.46%,-0.13,-13.46,"1,857.50",-0.03,0.00,-0.03,"3,853.07",0.03%,8.905793,-3.49%,6162.96,-15.90%,
1/22/2021,"27,133.30",7.02%,0.07,7.02,"1,836.30",-0.52,-0.01,-0.52,"3,841.47",-0.30%,7.642128,-14.19%,6656.21,8.00%,
1/23/2021,"26,385.60",-2.76%,-0.03,-2.76,,0.00,,0.00,,,8.336962,9.09%,6587.41,-1.03%,
1/24/2021,"26,522.70",0.52%,0.01,0.52,,0.00,,0.00,,,8.53979,2.43%,6925.75,5.14%,
1/25/2021,"26,615.20",0.35%,0.00,0.35,"1,850.00",0.15,0.00,0.15,"3,855.36",0.36%,8.790107,2.93%,6716.71,-3.02%,
1/26/2021,"26,734.20",0.45%,0.00,0.45,"1,851.10",-0.23,0.00,-0.23,"3,849.62",-0.15%,8.653711,-1.55%,6786.97,1.05%,
1/27/2021,"25,153.70",-5.91%,-0.06,-5.91,"1,832.40",-0.32,0.00,-0.32,"3,750.77",-2.57%,8.68131,0.32%,6178.85,-8.96%,
1/28/2021,"27,542.50",9.50%,0.10,9.5,"1,835.60",-0.42,0.00,-0.42,"3,787.38",0.98%,8.030758,-7.49%,6787.11,9.84%,
1/29/2021,"28,294.50",2.73%,0.03,2.73,"1,841.20",0.49,0.00,0.49,"3,714.24",-1.93%,8.786275,9.41%,6917.47,1.92%,
1/30/2021,"28,266.60",-0.10%,0.00,-0.1,,0.00,,0.00,,,8.928529,1.62%,7027.57,1.59%,
1/31/2021,"27,355.50",-3.22%,-0.03,-3.22,,0.00,,0.00,,,9.333497,4.54%,6733.59,-4.18%,
2/1/2021,"27,796.70",1.61%,0.02,1.61,"1,851.70",0.74,0.01,0.74,"3,773.86",1.61%,9.354319,0.22%,6957.88,3.33%,
2/2/2021,"29,482.00",6.06%,0.06,6.06,"1,830.40",-1.64,-0.02,-1.64,"3,826.31",1.39%,9.950205,6.37%,7458.95,7.20%,
2/3/2021,"31,266.70",6.05%,0.06,6.05,"1,830.10",0.09,0.00,0.09,"3,830.17",0.10%,10.674584,7.28%,7998.39,7.23%,
2/4/2021,"30,933.70",-1.06%,-0.01,-1.06,"1,784.60",-2.39,-0.02,-2.39,"3,871.74",1.09%,11.147506,4.43%,7632.38,-4.58%,
2/5/2021,"31,825.50",2.88%,0.03,2.88,"1,792.20",1.22,0.01,1.22,"3,886.83",0.39%,11.193649,0.41%,8131.02,6.53%,
2/6/2021,"32,617.50",2.49%,0.02,2.49,,0.00,,0.00,,,12.325339,10.11%,8199.34,0.84%,
2/7/2021,"32,298.10",-0.98%,-0.01,-0.98,,0.00,,0.00,,,12.787909,3.75%,8020.39,-2.18%,
2/8/2021,"38,523.70",19.28%,0.19,19.28,"1,807.30",1.17,0.01,1.17,"3,915.59",0.74%,12.579705,-1.63%,8865.26,10.53%,
2/9/2021,"38,407.10",-0.30%,0.00,-0.3,"1,830.30",0.18,0.00,0.18,"3,911.23",-0.11%,13.508704,7.38%,9116.29,2.83%,
2/10/2021,"37,032.00",-3.58%,-0.04,-3.58,"1,834.00",0.28,0.00,0.28,"3,909.88",-0.03%,14.137124,4.65%,8997.09,-1.31%,
2/11/2021,"39,548.00",6.79%,0.07,6.79,"1,821.70",-0.86,-0.01,-0.86,"3,916.38",0.17%,15.589528,10.27%,9461.75,5.16%,
2/12/2021,"39,156.80",-0.99%,-0.01,-0.99,"1,810.10",-0.20,0.00,-0.20,"3,934.83",0.47%,17.751774,13.87%,9959.66,5.26%,
2/13/2021,"39,057.50",-0.25%,0.00,-0.25,,0.00,,0.00,,,19.243998,8.41%,10506.6,5.49%,
2/14/2021,"40,205.60",2.94%,0.03,2.94,"1,820.15",-0.12,0.00,-0.12,,,19.426892,0.95%,10405.2,-0.97%,
2/15/2021,"39,570.30",-1.58%,-0.02,-1.58,"1,815.60",-0.13,0.00,-0.13,,,18.909581,-2.66%,10210,-1.88%,
2/16/2021,"40,677.80",2.80%,0.03,2.8,"1,788.10",-1.09,-0.01,-1.09,"3,932.59",-0.06%,18.517605,-2.07%,10240.3,0.30%,
2/17/2021,"43,292.30",6.43%,0.06,6.43,"1,767.90",-1.46,-0.01,-1.46,"3,931.33",-0.03%,18.151492,-1.98%,10793.7,5.40%,
2/18/2021,"42,740.50",-1.27%,-0.01,-1.27,"1,766.60",0.12,0.00,0.12,"3,913.97",-0.44%,18.686547,2.95%,10799.6,0.05%,
2/19/2021,"46,108.70",7.88%,0.08,7.88,"1,759.00",0.14,0.00,0.14,"3,906.71",-0.19%,19.235571,2.94%,11204.7,3.75%,
2/20/2021,"46,261.40",0.33%,0.00,0.33,,0.00,,0.00,,,19.525569,1.51%,10865.3,-3.03%,
2/21/2021,"47,427.40",2.52%,0.03,2.52,,0.00,,0.00,,,20.828996,6.68%,11057.9,1.77%,
2/22/2021,"44,570.20",-6.02%,-0.06,-6.02,"1,778.60",1.74,0.02,1.74,"3,876.50",-0.77%,20.65966,-0.81%,10176.3,-7.97%,
2/23/2021,"40,253.90",-9.68%,-0.10,-9.68,"1,794.50",-0.14,0.00,-0.14,"3,881.37",0.13%,19.673025,-4.78%,8843.65,-13.10%,
2/24/2021,"40,915.10",1.64%,0.02,1.64,"1,782.20",-0.44,0.00,-0.44,"3,925.43",1.14%,16.704746,-15.09%,9079.82,2.67%,
2/25/2021,"38,797.10",-5.18%,-0.05,-5.18,"1,763.90",-1.25,-0.01,-1.25,"3,829.34",-2.45%,17.833593,6.76%,8543.09,-5.91%,
2/26/2021,"38,480.50",-0.82%,-0.01,-0.82,"1,714.90",-2.62,-0.03,-2.62,"3,811.15",-0.48%,17.799594,-0.19%,8392.14,-1.77%,
2/27/2021,"38,358.80",-0.32%,0.00,-0.32,,0.00,,0.00,,,17.963089,0.92%,8532.18,1.67%,
2/28/2021,"37,385.00",-2.54%,-0.03,-2.54,,0.00,,0.00,,,18.879716,5.10%,8214.83,-3.72%,
3/1/2021,"41,224.50",10.27%,0.10,10.27,"1,717.20",-0.34,0.00,-0.34,"3,901.82",2.38%,18.351412,-2.80%,8935.8,8.78%,
3/2/2021,"40,153.40",-2.60%,-0.03,-2.6,"1,704.60",0.62,0.01,0.62,"3,870.29",-0.81%,19.637481,7.01%,8768.53,-1.87%,
3/3/2021,"41,923.30",4.41%,0.04,4.41,"1,699.40",-1.03,-0.01,-1.03,"3,819.72",-1.31%,18.880066,-3.86%,9087.67,3.64%,
3/4/2021,"40,493.40",-3.41%,-0.03,-3.41,"1,687.60",-0.88,-0.01,-0.88,"3,768.47",-1.34%,19.802682,4.89%,8812.41,-3.03%,
3/5/2021,"40,926.70",1.07%,0.01,1.07,"1,683.00",-0.13,0.00,-0.13,"3,841.94",1.95%,18.534644,-6.40%,8780.61,-0.36%,
3/6/2021,"41,019.10",0.23%,0.00,0.23,,0.00,,0.00,,,19.1693,3.42%,9014.59,2.66%,
3/7/2021,"42,709.90",4.12%,0.04,4.12,,0.00,,0.00,,,18.900933,-1.40%,9375.7,4.01%,
3/8/2021,"44,115.20",3.29%,0.03,3.29,"1,673.30",-1.21,-0.01,-1.21,"3,821.35",-0.54%,19.080252,0.95%,9681.22,3.26%,
3/9/2021,"46,142.20",4.59%,0.05,4.59,"1,676.70",2.32,0.02,2.32,"3,875.44",1.42%,19.648582,2.98%,10047.5,3.78%,
3/10/2021,"46,888.20",1.62%,0.02,1.62,"1,705.60",0.29,0.00,0.29,"3,898.81",0.60%,21.029522,7.03%,9871.7,-1.75%,
3/11/2021,"45,687.00",-2.56%,-0.03,-2.56,"1,721.70",0.79,0.01,0.79,"3,939.34",1.04%,20.277433,-3.58%,10034.3,1.65%,
3/12/2021,"47,804.60",-0.83%,-0.01,-0.83,"1,719.80",-0.16,0.00,-0.16,"3,943.34",0.10%,19.5931,-3.37%,9981.41,-0.53%,
3/13/2021,"50,225.80",5.06%,0.05,5.06,,0.00,,0.00,,,18.49306,-5.61%,10667.1,6.87%,
3/14/2021,"49,345.80",-1.75%,-0.02,-1.75,,0.00,,0.00,,,19.1645,3.63%,10183.2,-4.54%,
3/15/2021,"46,740.50",-5.28%,-0.05,-5.28,"1,729.20",0.55,0.01,0.55,"3,968.94",0.65%,19.07098,-0.49%,9733.8,-4.41%,
3/16/2021,"47,793.00",2.25%,0.02,2.25,"1,730.90",0.10,0.00,0.10,"3,962.71",-0.16%,18.3933,-3.55%,9865.06,1.35%,
3/17/2021,"49,139.50",2.82%,0.03,2.82,"1,727.10",-0.22,0.00,-0.22,"3,974.12",0.29%,19.619,6.66%,10079.9,2.18%,
3/18/2021,"48,439.90",-1.42%,-0.01,-1.42,"1,732.50",0.31,0.00,0.31,"3,915.46",-1.48%,21.12226,7.66%,9830.84,-2.47%,
3/19/2021,"48,861.80",0.87%,0.01,0.87,"1,741.70",0.53,0.01,0.53,"3,913.10",-0.06%,20.3081,-3.85%,9933.76,1.05%,
3/20/2021,"48,831.80",-0.06%,0.00,-0.06,,0.00,,0.00,,,20.798417,2.41%,9933.76,1.05%,
3/21/2021,48866.9,0.04%,0.00,0.04,,57.00,0.57,57.00,,,20.76,0.00%,9999.58,1.72%,1743.5
3/22/2021,48332.4,-1.09%,-0.01,-1.09,,-0.36,0.00,-0.36,3916.48,0.09%,20.28,-0.02%,9822.17,-1.77%,1737.25
3/23/2021,45445.6,-5.97%,-0.06,-5.97,,0.09,0.00,0.09,3934.7,0.47%,19.15,-0.06%,9341.75,-4.89%,1738.75
3/24/2021,45954.7,1.12%,0.01,1.12,,-0.74,-0.01,-0.74,3925.5,-0.23%,18.95,-0.01%,9337.54,-0.05%,1725.95
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,9341.75,,
